flight_no,carrier,date,origin,dest,sched_dep,air_time_min,delay_min
AU682,AU,8/17/2026,SEA ,PHX,05:45,168,-5
PR237,PR,8/20/2026,ORD,JFK,08:00,121,0
BW276,BW,2026-08-23, Phl,ATL,08:35,111,-6
SK623,SK,2026-08-22,DEN,LAS,11:35,111,47
SK319,SK,8/18/2026,ATL,ORD,14:00,107,-1
PR236,PR,2026-08-18,ORD,JFK,17:30,120,8
SK211,SK,2026-08-23,JFK,MIA,13:10,160,18
AU280,AU,8/17/2026,IAD,DEN,09:50,211,-3
PR575,PR,2026-08-19,DTW,MSP,15:05,105,2
AU507,AU,2026-08-19,ORD,SLC,20:50,187,13
PR524,PR,2026-08-17,ORD,MSP,13:10,65,18
BW156,BW,2026-08-18,DFW,BOS,19:00,222,-2
PR509,PR,2026-08-19,SFO,ORD,20:45,264,29
PR370,PR,2026-08-17,MIA,ATL,15:15,114,-2
AU190,AU,2026-08-21,SFO,JFK,20:45,343,40
AU191,AU,8/23/2026,SFO,JFK,15:50,349,-5
SK551,SK,8/23/2026,DFW,sea,19:30,233,4
SK199,SK,2026-08-17,John F. Kennedy International,SFO,12:35,348,-1
PR267,PR,2026-08-22,EWR,SFO,21:45,351,9
SK731,SK,2026-08-17,SEA,LAX,06:00,152,1
SK300,SK,2026-08-22,CLT ,PHL,21:00,80,-1
SK725,SK,2026-08-22,SFO,LAX,11:25,77,-5
SK409,SK,2026-08-19,MIA,DFW,19:55,177,8
AU265,AU,2026-08-19,PHL,ORD,14:50,112,-1
BW545,BW,8/18/2026,dfw,LAS ,19:15,151,98
PR717,PR,2026-08-18,DEN,SEA,12:50,154,-6
SK308,SK,2026-08-20,IAD ,ATL,11:15,101,-1
AU411,AU,2026-08-23,MIA,LAX,14:35,324,51
PR322,PR,2026-08-18,ATL,IAD,18:55,103,39
PR102,PR,2026-08-18,BOS,JFK,20:35,53,11
SK609,SK,2026-08-17,SLC,DEN,17:40,85,7
PR196,PR,8/19/2026,LAX,JFK ,15:10,348,28
SK534,SK,2026-08-19,DFW,LAX,16:10,187,27
PR479,PR,8/20/2026,LAX,MIA,05:25,320,-6
AU454,AU,2026-08-20,ORD,LAX ,19:15,252,1
BW424,BW,8/19/2026,ORD,SFO,15:30,263,-8
AU552,AU,8/17/2026,DFW,LAX,07:05,200,-7
BW655,BW,2026-08-18,lax,LAS,11:55,63,37
SK180,SK,2026-08-23,JFK,LAX ,21:05,342,-5
SK743,SK,2026-08-19,SEA,SFO,13:40,107,-4
BW607,BW,2026-08-22,DEN,SFO,20:05,150,18
AU686,AU,2026-08-20,lax,LAS,05:20,56,103
BW494,BW,2026-08-20,DTW,MSP,07:35,87,-1
BW474,BW,8/17/2026,DFW,ORD,20:25,127,97
PR264,PR,2026-08-20,EWR,SFO,06:50,352,4
AU468,AU,2026-08-20,ORD,MSP,10:25,70,11
BW459,BW,2026-08-18,ORD,DTW,11:50,55,10
AU543,AU,2026-08-18,DEN,DFW,05:50,109,13
SK309,SK,2026-08-23,IAD,ATL,06:40,92,-7
BW563,BW,2026-08-17,DEN,IAH,14:30,148,-6
SK548,SK,2026-08-18,DFW,sea,13:35,219,-5
SK627,SK,2026-08-22,LAS,DEN,14:55,104,-7
BW609,BW,2026-08-19,SFO,DEN,19:25,147,21
SK132,SK,2026-08-22,ATL,BOS,05:05,145,4
PR290,PR,2026-08-19,ORD,phl,05:40,112,4
BW314,BW,2026-08-18,DFW,ATL,13:30,119,13
AU596,AU,2026-08-22,IAH,DEN,16:05,138,6
PR214,PR,2026-08-19,MIA,JFK,05:20,159,-5
AU346,AU,2026-08-20,DEN,ATL,11:05,175,-2
PR423,PR,8/17/2026,ATL,SEA,08:55,305,75
SK580,SK,8/19/2026,LAS,DFW,17:05,167,40
AU252,AU,2026-08-18,EWR,DEN,13:40,246,47
AU502,AU,2026-08-22,LAS,ORD,05:40,222,24
SK126,SK,2026-08-22,BOS,ATL,17:50,164,23
AU532,AU,2026-08-23,SEA,MSP,11:45,210,-8
AU634,AU,2026-08-17,LAX,DEN,14:15,138,10
PR221,PR,2026-08-17,MIA,JFK,18:10,169,2
BW677,BW,8/21/2026,LAX ,SEA,06:55,139,-6
PR450,PR,2026-08-19,ORD,CLT,14:10,100,-1
AU194,AU,2026-08-22,JFK,MIA,14:50,168,11
AU255,AU,2026-08-17,DEN,EWR,18:00,220,-3
PR662,PR,2026-08-18,DEN,IAH,12:30,139,42
AU483,AU,2026-08-23,DTW,ORD ,08:50,54,-7
PR713,PR,2026-08-21,DEN,SFO ,19:35,146,-3
AU206,AU,2026-08-20, Jfk, Jfk,19:25,115,19
AU606,AU,8/17/2026,DEN,SLC,09:15,83,14
BW396,BW,2026-08-17,DFW,MIA,11:30,177,8
BW147,BW,2026-08-21,BOS,DEN,15:40,256,128
SK698,SK,2026-08-18,LAX,LAS,19:40,69,-8
AU192,AU,8/19/2026,JFK,MIA,08:55,166,n/a
SK342,SK,2026-08-20,atl,MIA,07:10,93,10
AU511,AU,2026-08-19,DTW,MSP,08:00,96,-3
PR433,PR,2026-08-20,IAH,ATL,10:30,112,99
SK128,SK,2026-08-20,BOS,atl,12:50,136,
SK657,SK,2026-08-21,SFO,DEN,12:55,152,3
AU271,AU,8/18/2026,PHL,ATL,07:00,113,13
BW526,BW,2026-08-20,DEN,DFW,15:35,104,-4
BW471,BW,2026-08-22,ORD,DFW ,07:10,124,-4
AU202,AU,2026-08-18,MIA,JFK,10:20,166,6
PR308,PR,8/20/2026,CLT,PHL,18:40,77,12
PR156,PR,8/21/2026,DTW,BOS,10:55,109,-4
SK651,SK,2026-08-20,DEN,SFO,12:30,145,100
SK225,SK,2026-08-18,MIA,JFK,14:05,157,26
AU290,AU,2026-08-22,Hartsfield-Jackson Atlanta International,IAD,14:30,94,-6
SK575,SK,2026-08-20,DFW,LAS,14:00,157,6
AU245,AU,2026-08-18,EWR,SFO,19:40,350,-7
PR512,PR,2026-08-21,ORD,LAX,20:55,237,23
PR136,PR,2026-08-22,BOS,ORD,11:50,141,-4
BW263,BW,2026-08-17,PHL,ORD,05:40,119,-1
PR557,PR,8/21/2026,DFW,ord,09:55,128,2
BW359,BW,2026-08-20,LAX,ATL,08:30,268,20
BW221,BW,2026-08-18,JFK,ORD,20:40,117,-3
PR268,PR,2026-08-20, Sfo,EWR,14:20,354,-3
SK596,SK,2026-08-23,IAH,LAX,17:15,191,-4
AU204,AU,2026-08-20,JFK,ATL,20:00,132,-8
PR459,PR,2026-08-20,dfw,CLT,19:25,145,11
PR590,PR,2026-08-19,DEN,MSP,21:55,114,-2
SK708,SK,2026-08-23,LAX,SFO,14:55,70,0
SK152,SK,2026-08-18,DTW,BOS,09:20,106,-4
SK519,SK,2026-08-22,MSP,SLC ,16:00,153,-8
BW462,BW,2026-08-18,ORD ,DTW,09:30,56,30
SK734,SK,2026-08-23,SEA,LAX,17:55,153,7
BW613,BW,8/20/2026,SFO,DEN,16:05,160,16
BW177,BW,2026-08-17,LAX,JFK,12:15,340,6
BW249,BW,2026-08-20,SFO,EWR,20:30,341,34
PR123,PR,2026-08-18,IAD,bos,18:55,87,2
AU372,AU,2026-08-20,ATL,IAH,13:30,110,59
SK464,SK,2026-08-17,ORD,MSP,12:25,75,1
PR439,PR,8/20/2026,ATL,PHX,15:25,225,4
BW501,BW,8/21/2026,MSP,DEN,07:55,128,12
AU545,AU,2026-08-22,DEN,DFW,07:30,116,26
SK434,SK,8/22/2026,SEA,ORD,20:45,246,57
AU260,AU,2026-08-18,EWR,IAH,20:55,205,-1
AU626,AU,2026-08-23,LAS,DEN,06:00,110,0
AU633,AU,2026-08-17,DEN,LAX,20:50,143,-7
PR286,PR,2026-08-17,ORD,phl,15:20,110,-6
BW388,BW,2026-08-22,CLT,dfw,08:10,145,-2
PR499,PR,2026-08-19,ORD,SEA,12:00,252,-5
BW433,BW,2026-08-19,ORD,LAX,19:10,251,6
PR604,PR,2026-08-21,DFW,DEN,06:30,112,45
AU350,AU,2026-08-19,atl,LAX,16:40,272,14
SK609,SK,2026-08-17,SLC,DEN,17:40,85,7
PR408,PR,2026-08-19,ATL,LAX,09:45,272,11
PR505,PR,2026-08-20,ORD ,SFO,18:00,249,6
PR467,PR,2026-08-21,MIA,DFW,06:10,169,-2
PR520,PR,2026-08-17,lax,ORD,06:25,254,-5
PR157,PR,2026-08-22,DTW,BOS,13:30,105,-4
PR605,PR,2026-08-17,dfw,DEN,11:40,103,6
AU128,AU,2026-08-19,BOS,ATL,19:40,141,-2
PR342,PR,2026-08-18,ATL,DFW,13:35,122,0
PR447,PR,2026-08-20,clt,ORD,13:05,123,36
PR293,PR,8/22/2026,PHL,ATL,12:35,115,
PR722,PR,2026-08-20,SEA,DEN,10:45,159,-6
BW678,BW,2026-08-17,LAX,SEA,13:45,152,6
AU356,AU,2026-08-21, Lax,ATL,13:45,281,11
BW110,BW,2026-08-17,JFK,BOS,17:35,54,-1
SK102,SK,2026-08-21,BOS,JFK,14:50,58,12
SK419,SK,2026-08-22,LAX,MIA,19:35,326,10
BW623,BW,2026-08-19,SLC,SEA,11:45,108,17
PR495,PR,2026-08-17,DEN,ORD,11:35,142,7
PR573,PR,8/23/2026,DTW,MSP,09:30,92,9
BW265,BW,2026-08-19,PHL,ORD,10:20,115,30
AU428,AU,2026-08-17, Den,ORD,07:30,142,73
PR765,PR,2026-08-22,SFO,SEA,19:05,115,5
BW183,BW,2026-08-20,JFK,SFO,10:50,360,165
AU379,AU,8/18/2026,IAH,ATL,09:10,119,6
SK446,SK,2026-08-18,SFO,ORD,21:15,257,2
SK221,SK,2026-08-17,JFK,MIA,17:30,163,-8
AU118,AU,2026-08-23,JFK,BOS,20:00,58,-3
PR242,PR,2026-08-18,ORD,JFK,10:10,130,-1
PR443,PR,2026-08-17,PHX,ATL,17:25,228,2
PR225,PR,8/17/2026,JFK,ATL,13:30,126,-5
BW275,BW,2026-08-22,PHL,ATL,11:10,115,38
AU135,AU,8/20/2026,BOS,ORD,19:15,139,5
SK612,SK,2026-08-23,SLC,DEN,17:30,74,3
AU311,AU,2026-08-20,ATL,DFW,15:05,132,10
PR241,PR,8/22/2026,ORD,JFK,13:05,116,6
AU138,AU,2026-08-21,ORD,BOS,05:15,145,209
AU124,AU,2026-08-19,IAD,BOS,17:30,77,-6
PR436,PR,2026-08-21,IAH,ATL,20:50,110,-1
AU226,AU,2026-08-20,JFK,SEA,20:00,332,0
SK541,SK,2026-08-23,DFW,lax,19:05,173,-5
AU112,AU,2026-08-21,JFK, Bos,12:30,49,12
SK444,SK,8/21/2026,SFO,ORD,09:15,258,10
SK648,SK,2026-08-23,LAX,DEN,06:10,138,-6
AU301,AU,2026-08-19,ORD,ATL,12:05,102,20
SK133,SK,2026-08-23,ATL,BOS,13:35,141,-8
AU150,AU,2026-08-22,MSP,BOS,14:30,162,11
AU410,AU,2026-08-21,MIA,LAX,08:50,328,46
AU353,AU,2026-08-21, Atl,LAX,08:10,268,3
BW382,BW,2026-08-23, Clt,ORD,09:25,98,9
SK478,SK,8/23/2026,ORD,dfw,06:50,125,-3
AU282,AU,2026-08-17,IAD,DEN,11:00,200,-2
BW377,BW,2026-08-19,ATL,PHX,16:25,231,4
AU456,AU,2026-08-19,LAX,ORD,21:40,254,-6
PR108,PR,2026-08-22,BOS,JFK,09:40,52,3
SK660,SK,2026-08-18,SFO,DEN,14:50,149,-8
BW175,BW,2026-08-19,LAX,JFK,16:00,342,n/a
BW600,BW,2026-08-17,DEN,SFO,20:15,149,
BW381,BW,2026-08-19,CLT,ORD,19:45,106,8
SK407,SK,2026-08-20,DFW,CLT,06:15,146,-7
BW452,BW,2026-08-18,MSP,ORD,15:05,67,14
PR162,PR,2026-08-19,MSP,BOS,11:15,169,-1
BW338,BW,2026-08-17,CLT,ATL,08:15,45,-5
AU418,AU,2026-08-18,ORD,DEN,12:50,138,31
SK259,SK,2026-08-17,EWR,SFO,06:50,348,11
PR376,PR,2026-08-22,MIA, Atl,06:10,104,-7
PR259,PR,2026-08-18,ORD,EWR,19:25,106,
BW500,BW,2026-08-20,MSP,den,06:40,117,21
SK164,SK,2026-08-17,BOS, Dfw,09:35,224,-6
PR302,PR,2026-08-20,phl,CLT,18:20,79,4
AU426,AU,2026-08-19,DEN,ORD,16:35,134,4
AU627,AU,2026-08-21,LAS,DEN,14:50,116,12
AU129,AU,2026-08-18,ATL,BOS,12:00,147,-4
AU548,AU,2026-08-23,DEN,DFW,21:10,116,5
AU500,AU,2026-08-19,ORD,LAS,20:30,206,24
BW421,BW,8/21/2026,ORD,SFO,14:00,261,86
BW267,BW,2026-08-23,PHL,ORD,06:45,116,2
AU693,AU,2026-08-21,LAX,SFO,09:25,70,
SK115,SK,2026-08-17,BOS,IAD,21:20,86,11
BW611,BW,2026-08-21,SFO,DEN,05:25,163,-2
AU145,AU,2026-08-20,BOS,DTW,19:10,103,27
BW647,BW,2026-08-21,LAS,LAX,18:15,60,59
SK636,SK,2026-08-22,DEN,LAX,08:50,146,45
PR570,PR,2026-08-17,LAS,ORD,19:55,225,6
PR390,PR,2026-08-18,ATL,DEN,07:55,178,0
AU140,AU,2026-08-19,ORD,BOS,06:45,132,-3
BW648,BW,2026-08-22,LAS,LAX,17:45,66,8
AU440,AU,8/17/2026,ORD,SFO,07:50,265,-5
AU620,AU,2026-08-22,PHX,DEN,18:00,112,-5
PR636,PR,2026-08-20,PHX,DFW,17:05,134,-5
SK680,SK,2026-08-20,LAX,PHX,05:10,76,-7
BW228,BW,2026-08-19,ORD,jfk,06:15,129,4
SK169,SK,2026-08-17,DFW,BOS,19:10,229,-1
SK462,SK,2026-08-20,LAX,ORD,11:20,248,8
BW601,BW,2026-08-21,DEN,SFO,05:05,151,72
SK262,SK,2026-08-23,SFO,EWR,18:15,352,12
SK629,SK,2026-08-22,LAS,DEN,09:40,108,8
PR446,PR,2026-08-22,phx,ATL,19:35,226,-2
SK147,SK,2026-08-17,ORD,BOS,05:55,135,
PR101,PR,8/17/2026,BOS,JFK,17:50,58,14
PR723,PR,2026-08-21,SEA,DEN,07:45,155,1
SK333,SK,2026-08-20,ATL,DFW,17:40,114,16
SK559,SK,2026-08-21,DFW,PHX,05:40,138,19
AU485,AU,2026-08-18,DTW,ORD,21:40,69,-8
SK145,SK,2026-08-21,ORD,BOS,17:00,134,37
BW608,BW,2026-08-18,SFO,DEN,16:55,147,14
BW260,BW,2026-08-21,IAH,EWR,08:45,194,-1
AU424,AU,2026-08-17,DEN,ORD,18:50,139,9
AU668,AU,8/20/2026,SEA,SLC,15:50,111,13
SK229,SK,2026-08-19,ATL,JFK,16:20,119,3
SK471,SK,2026-08-17,MSP,ord,11:45,64,0
PR565,PR,2026-08-17,LAS,ORD,16:30,217,5
PR258,PR,2026-08-23,ORD,EWR,07:15,116,14
BW345,BW,8/23/2026,ATL,DEN,19:35,180,9
SK423,SK,2026-08-17,ORD,DEN,07:10,140,111
PR496,PR,8/18/2026,DEN,ORD,06:35,146,47
PR743,PR,2026-08-17,LAX,LAS,11:00,59,83
AU442,AU,2026-08-17,ORD,SFO,06:15,266,22
BW154,BW,2026-08-17,DFW,BOS,18:55,228,0
BW548,BW,2026-08-23,LAS,DFW,10:30,166,-7
BW480,BW,2026-08-20,ORD,LAS,10:55,220,4
PR615,PR,2026-08-20,DFW,LAX,18:50,185,11
AU127,AU,2026-08-18,BOS,ATL,14:00,142,-1
AU662,AU,8/17/2026,SEA,DEN,16:30,158,6
SK139,SK,2026-08-17,BOS,ORD,06:35,138,12
SK313,SK,2026-08-19,IAD,ATL,09:10,94,10
SK314,SK,2026-08-18,ATL,IAD,17:00,91,0
BW375,BW,2026-08-20,ATL,IAH,18:45,119,3
AU699,AU,8/23/2026,SFO,LAX,11:10,71,10
PR403,PR,2026-08-22, Atl,LAX,09:00,270,
PR206,PR,2026-08-22,SFO,JFK,15:20,345,14
AU250,AU,2026-08-22,SFO,EWR,06:55,358,8
PR635,PR,2026-08-17,DFW,PHX,14:40,145,-5
BW385,BW,8/23/2026,ORD,CLT,19:35,103,-2
PR335,PR,2026-08-23,ORD,ATL,21:20,108,-2
PR442,PR,2026-08-21,ATL,PHX,16:25,223,-8
PR285,PR,2026-08-17,PHL,ORD,13:30,123,1
PR620,PR,2026-08-19,DFW,LAX,20:55,187,
PR567,PR,2026-08-20,LAS,ORD,16:30,214,130
PR228,PR,8/19/2026,JFK,ATL,11:20,133,180
BW591,BW,2026-08-18,LAS,DEN,09:40,104,10
AU430,AU,8/17/2026,ORD,SEA,20:35,242,15
BW485,BW,2026-08-19,ORD ,SLC,10:45,183,12
PR751,PR,2026-08-18,SFO,LAX,21:45,68,18
AU414,AU,2026-08-17,LAX,MIA,09:10,331,0
SK140,SK,2026-08-18,BOS, Ord,19:45,129,-1
PR729,PR,8/18/2026,PHX,LAX,07:00,77,49
PR652,PR,2026-08-20,SLC,DFW,11:25,157,-5
AU409,AU,2026-08-18, Dfw,MIA,15:45,171,38
BW697,BW,2026-08-23,SEA,SFO,10:05,117,9
BW158,BW,8/20/2026,BOS ,SFO,06:35,369,23
SK119,SK,2026-08-19,IAD,BOS,21:25,82,6
PR295,PR,2026-08-17,ATL,PHL,19:45,116,37
AU113,AU,2026-08-23, Jfk,BOS,12:15,58,13
AU644,AU,2026-08-21,DEN,SFO,20:40,156,13
PR227,PR,2026-08-17,JFK,ATL,11:00,124,30
SK371,SK,2026-08-19,LAX,ATL,12:00,278,7
SK242,SK,2026-08-21, Ord,JFK,09:15,125,9
BW259,BW,2026-08-19,IAH,EWR,08:25,202,6
PR476,PR,2026-08-23,mia,LAX,08:25,323,3
AU155,AU,8/23/2026,DEN,BOS,13:55,243,6
SK672,SK,2026-08-21,PHX,LAX,20:05,71,-6
AU439,AU,2026-08-20,SEA,ORD,17:05,238,2
PR699,PR,8/20/2026,DEN ,LAX,17:50,139,
SK713,SK,2026-08-18,LAX,SFO,08:30,76,-8
BW518,BW,2026-08-18,DFW,DEN,11:20,120,10
AU515,AU,2026-08-21,DTW,LAX,09:30,282,0
SK473,SK,8/23/2026,MSP,ORD,07:00,72,-2
PR175,PR,2026-08-18,BOS,SFO,21:30,366,-8
BW449,BW,2026-08-19,ORD,MSP,20:15,67,2
BW562,BW,2026-08-21,DEN,IAH,12:55,136,-8
SK402,SK,2026-08-21,CLT,DFW,18:25,152,-7
AU303,AU,2026-08-20,ORD,ATL ,08:50,111,12
AU525,AU,2026-08-20,DEN,MSP,13:55,121,-7
SK608,SK,2026-08-19,DEN,SLC,10:50,93,-4
PR187,PR,2026-08-17,JFK,LAX,11:35,342,41
SK243,SK,2026-08-18,JFK,SEA,19:05,330,20
SK700,SK,2026-08-21,LAX,LAS,18:35,61,14
PR526,PR,2026-08-22,ORD,MSP,07:20,78,92
BW657,BW,2026-08-23,LAX,LAS ,13:15,66,31
PR503,PR,2026-08-17,SEA,ORD,12:00,250,-7
AU646,AU,8/17/2026,SFO,DEN,09:10,144,2
BW357,BW,2026-08-18,ATL,LAX,09:10,277,30
BW219,BW,2026-08-19,JFK,ORD,14:10,111,5
AU676,AU,2026-08-21,LAX ,PHX,06:05,72,3
SK153,SK,2026-08-17,MSP,BOS,21:00,165,0
PR720,PR,2026-08-17,DEN,SEA,06:20,147,1
AU218,AU,2026-08-23,JFK,ORD,10:40,129,-2
AU461,AU,2026-08-19,lax,ORD,09:10,239,14
SK328,SK,2026-08-23,ORD,ATL,20:10,112,-5
PR468,PR,2026-08-17,DFW,MIA,08:10,168,
BW672,BW,2026-08-23,SFO,LAX,21:45,84,3
PR317,PR,2026-08-23,IAD,ATL,17:15,97,-7
AU104,AU,8/19/2026,BOS,JFK,21:50,56,0
AU200,AU,8/18/2026,MIA,jfk,18:25,163,-6
SK440,SK,2026-08-22,ORD,SFO,13:20,260,-5
AU611,AU,2026-08-19,SLC,DEN,14:25,68,7
SK693,SK,2026-08-21,LAS,LAX,16:35,57,-1
AU115,AU,2026-08-19,JFK,BOS,14:30,62,14
PR419,PR,8/18/2026,ATL,SEA,15:15,299,-7
AU310,AU,2026-08-21,ATL,DFW,11:15,127,13
SK730,SK,8/19/2026,LAX,SEA ,19:55,141,10
BW644,BW,2026-08-20,SEA,PHX,09:30,161,4
BW216,BW,8/21/2026,ATL,JFK,18:00,131,25
PR593,PR,2026-08-21,DEN,MSP,11:35,129,-7
AU354,AU,2026-08-17,LAX,ATL,08:45,279,0
BW599,BW,2026-08-19, Lax,DEN,08:35,130,-8
AU289,AU,2026-08-20,ATL,IAD ,05:20,99,0
SK426,SK,2026-08-18,DEN,ORD,18:00,134,18
PR638,PR,2026-08-23,PHX,DFW,09:05,144,10
PR771,PR,8/22/2026,SEA,SFO,07:05,118,4
PR173,PR,2026-08-22,DFW,BOS,08:55,214,-5
AU517,AU,8/19/2026,LAX,DTW,19:10,285,19
SK645,SK,2026-08-18,LAX,DEN ,14:40,135,11
AU725,AU,8/17/2026,SEA,SFO,08:05,115,-7
PR574,PR,2026-08-18,DTW,MSP,18:10,99,7
SK258,SK,2026-08-18,EWR,sfo,15:25,349,87
SK393,SK,2026-08-17,PHX,ATL,11:15,224,13
SK247,SK,8/17/2026,EWR,ORD,16:35,119,46
SK202,SK,2026-08-17,JFK,SFO,18:50,360,11
BW194,BW,2026-08-21,JFK ,MIA,15:45,151,39
PR305,PR,2026-08-21,CLT,PHL,17:15,84,-7
BW555,BW,2026-08-17,SLC,DFW,08:15,149,-3
SK335,SK,2026-08-21,atl,DFW,18:10,122,12
AU229,AU,2026-08-18,EWR,ORD,09:25,117,10
PR458,PR,2026-08-18,CLT,DFW,13:20,134,0
BW558,BW,8/18/2026,DEN,IAH,12:00,142,9
SK148,SK,2026-08-18,ORD,BOS,16:20,131,40
PR230,PR,2026-08-22,JFK,ATL,20:55,133,5
AU455,AU,2026-08-18,LAX,ORD,20:10,252,11
PR701,PR,2026-08-17,DEN,lax,14:50,130,-5
SK536,SK,2026-08-18,DFW,LAX,08:40,193,-4
BW629,BW,8/22/2026,PHX,LAX,10:10,69,10
BW304,BW,2026-08-17,ATL,DFW,20:00,124,27
PR148,PR,2026-08-20,ORD ,BOS,15:45,144,3
AU484,AU,8/17/2026,DTW,ORD,19:20,55,14
SK212,SK,2026-08-17,JFK,MIA,11:55,157,13
PR775,PR,2026-08-17,SEA,SFO,05:05,126,11
PR234,PR,2026-08-17,JFK,ORD,14:40,129,17
AU105,AU,8/17/2026,BOS,JFK,17:15,63,10
AU575,AU,2026-08-21, Sea,DFW,20:50,232,27
BW636,BW,2026-08-22,LAX,PHX,09:25,79,-7
PR289,PR,2026-08-18,ORD,PHL ,19:25,119,84
PR728,PR,2026-08-20,PHX,LAX,11:25,74,5
PR161,PR,2026-08-22,BOS,MSP,10:00,177,-2
PR292,PR,8/21/2026,ORD, Phl,09:25,122,2
SK394,SK,2026-08-18,PHX,ATL,15:15,219,-5
BW180,BW,2026-08-23,JFK,SFO,19:10,353,-3
PR375,PR,2026-08-21,MIA,ATL,13:25,108,13
BW315,BW,8/22/2026,dfw,ATL,20:35,115,1
SK353,SK,2026-08-18,ATL,CLT,15:20,64,4
BW686,BW,2026-08-18,SEA,LAX,20:45,156,-7
AU196,AU,2026-08-23,JFK,MIA,18:45,162,11
AU386,AU,2026-08-18,phx,atl,05:25,221,1
AU352,AU,8/19/2026,ATL,LAX,13:20,274,6
SK716,SK,2026-08-19,SFO,LAX,07:45,81,13
BW442,BW,2026-08-18,LAX,ORD,07:45,232,13
BW569,BW,8/18/2026,LAX,IAH,11:05,205,18
PR149,PR,2026-08-22,ORD,BOS,15:35,135,1
SK181,SK,2026-08-19,JFK,LAX,18:25,330,-5
AU527,AU,2026-08-21,MSP ,SEA,08:40,197,-8
PR113,PR,2026-08-17,JFK,BOS,11:10,41,37
BW410,BW,2026-08-21,DEN, Ord,06:20,140,7
PR139,PR,2026-08-18,BOS,ORD,19:45,141,-7
BW161,BW,2026-08-21,JFK,LAX,08:10,331,-8
PR688,PR,2026-08-20,PHX,DEN,09:25,111,-7
AU708,AU,2026-08-17,LAX,SEA,08:15,152,30
SK143,SK,2026-08-17,BOS,ORD,19:20,134,12
SK642,SK,2026-08-18,LAX,DEN,13:55,143,10
AU275,AU,2026-08-18,PHL,CLT,09:35,89,4
BW478,BW,2026-08-17,DFW,ORD,07:55,140,-6
BW187,BW,2026-08-19,SFO,JFK,18:55,356,6
PR353,PR,2026-08-18,DFW,ATL,14:05,122,6
BW476,BW,8/21/2026,DFW,ORD,06:40,129,8
PR706,PR,2026-08-21,LAX,DEN,06:45,131,-1
PR194,PR,2026-08-19,LAX,JFK,08:25,334,9
AU168,AU,2026-08-21,SFO,BOS,05:05,362,-2
BW693,BW,2026-08-22,SEA,SFO,18:55,109,51
BW120,BW,8/18/2026,BOS,ATL,15:30,148,
PR298,PR,8/19/2026,ATL,PHL,11:35,109,10
PR299,PR,2026-08-17,ATL,PHL,20:35,115,4
BW440,BW,2026-08-21,LAX,ORD,07:25,249,14
PR748,PR,2026-08-20,SFO,LAX,08:35,74,78
PR741,PR,2026-08-17,LAX,LAS,14:15,59,12
BW688,BW,2026-08-19,SFO,SEA,17:45,129,-7
AU279,AU,2026-08-21,CLT,PHL,18:35,81,15
PR217,PR,2026-08-22,MIA,JFK,09:30,170,10
PR576,PR,2026-08-19,MSP,DTW,06:00,97,5
BW469,BW,8/23/2026,ORD,DFW,20:40,131,1
PR507,PR,8/21/2026,ORD,sfo,07:55,270,
PR687,PR,2026-08-17,PHX,DEN,06:30,104,-3
PR114,PR,2026-08-18,JFK,BOS,16:00,51,15
BW641,BW,2026-08-19,PHX,SEA,10:15,166,89
SK436,SK,8/17/2026,SEA,ORD,16:20,247,n/a
SK514,SK,2026-08-18,MSP,SEA,14:35,207,-6
PR429,PR,2026-08-17,IAH,ATL,11:35,120,3
BW564,BW,2026-08-22,IAH,LAX,11:20,201,0
PR313,PR,2026-08-19,IAD,ATL,19:45,101,0
AU563,AU,2026-08-21,DFW,SEA,06:15,238,6
PR421,PR,2026-08-21,atl,SEA,17:40,289,17
AU103,AU,2026-08-21,BOS,JFK,09:50,48,-3
BW576,BW,2026-08-18,SLC,DEN,14:00,78,
AU392,AU,2026-08-19,CLT,ORD,08:25,109,-4
BW674,BW,2026-08-20,SFO,LAX,16:45,78,3
SK673,SK,2026-08-21,PHX,LAX,06:55,82,33
AU561,AU,8/21/2026,LAX,DFW,19:25,175,86
AU281,AU,2026-08-23,IAD,DEN,07:20,207,-7
AU225,AU,2026-08-22,ord,JFK,05:25,132,-1
PR588,PR,2026-08-17,MSP,DEN,19:00,107,
AU399,AU,2026-08-19,DFW,CLT,21:55,149,-3
BW225,BW,2026-08-18,JFK,ORD,10:05,124,16
PR185,PR,8/21/2026,JFK,LAX,09:15,345,67
PR343,PR,2026-08-19, Atl,DFW,14:45,118,-6
PR608,PR,2026-08-18,DEN,DFW,14:50,115,13
AU476,AU,2026-08-23,MSP,ord,16:30,79,-1
AU417,AU,2026-08-17,ORD,DEN,06:55,137,13
AU568,AU,2026-08-21,DFW,SEA,10:05,240,1
PR569,PR,8/23/2026,LAS,ORD,14:55,218,13
SK256,SK,8/22/2026,ORD,EWR,16:05,113,14
PR345,PR,8/22/2026,ATL,DFW,21:35,130,7
SK274,SK,8/22/2026,IAH,EWR,06:20,205,30
SK295,SK,8/21/2026,PHL,CLT,11:25,89,11
SK441,SK,2026-08-23,ORD,SFO,21:40,265,49
AU613,AU,2026-08-17,SLC,DEN,21:00,83,6
SK206,SK,2026-08-18,SFO,JFK,06:30,354,30
PR464,PR,2026-08-20,MIA,DFW,05:00,172,14
PR510,PR,8/20/2026,SFO,ORD,14:15,272,3
SK228,SK,8/20/2026,ATL,JFK,08:40,129,-4
AU201,AU,2026-08-20,MIA,JFK,12:40,165,37
