station_name,snapshot_time,bikes_available,docks_available,capacity
West St & Chambers St,2026-08-22T13:59:00,25,20,45
South End Ave & Liberty St,2026-08-22T13:59:00,20,15,35
Vesey Pl & River Terrace,2026-08-22T13:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-22T13:59:00,22,13,35
broadway & battery pl,2026-08-22T13:59:00,21,19,40
1 Ave & E 68 St,2026-08-22T13:59:00,25,15,40
E 72 St & York Ave,2026-08-22T13:59:00,12,23,35
Lexington Ave & E 63 St,2026-08-22T13:59:00,17,18,35
E 75 St & 3 Ave,2026-08-22T13:59:00,13,17,30
W 41 St & 8 Ave,2026-08-22T14:59:00,27,28,55
Pershing Square North,2026-08-22T14:59:00,27,33,60
E 47 St & Park Ave,2026-08-22T14:59:00,22,18,40
Broadway & W 41 St,2026-08-22T14:59:00,16,29,45
W 33 St & 7 Ave,2026-08-22T14:59:00,27,23,50
6 Ave & W 33 St,2026-08-22T14:59:00,13,22,35
E 43 St & Vanderbilt Ave,2026-08-22T14:59:00,18,22,40
W 45 St & 6 Ave,2026-08-22T14:59:00,19,16,35
W 21 St & 6 Ave,2026-08-22T14:59:00,19,26,45
8 Ave & W 31 St,2026-08-22T14:59:00,26,24,50
W 20 St & 11 Ave,2026-08-22T14:59:00,11,19,30
W 26 St & 8 Ave,2026-08-22T14:59:00,16,19,35
W 17 St & 8 Ave ,2026-08-22T14:59:00,19,21,40
9 Ave & W 22 St,2026-08-22T14:59:00,20,10,30
Broadway & E 14 St,2026-08-22T14:59:00,30,20,50
Lafayette St & E 8 St,2026-08-22T14:59:00,16,29,45
E 17 St & Broadway,2026-08-22T14:59:00,16,24,40
University Pl & E 14 St,2026-08-22T14:59:00,21,14,35
Carmine St & 6 Ave,2026-08-22T14:59:00,14,16,30
Christopher St & Greenwich St,2026-08-22T14:59:00,20,10,30
E 7 St & Avenue A,2026-08-22T14:59:00,17,18,35
West St & Chambers St,2026-08-22T14:59:00,27,18,45
South End Ave & Liberty St,2026-08-22T14:59:00,19,16,35
Vesey Pl & River Terrace,2026-08-22T14:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-22T14:59:00,22,13,35
Broadway & Battery Pl,2026-08-22T14:59:00,21,19,40
1 Ave & E 68 St,2026-08-22T14:59:00,26,14,40
E 72 St & York Ave,2026-08-22T14:59:00,12,23,35
Lexington Ave & E 63 St,2026-08-22T14:59:00,17,18,35
E 75 St & 3 Ave,2026-08-22T14:59:00,14,16,
W 41 St & 8 Ave,2026-08-22T15:59:00,27,28,55
Pershing Square North,2026-08-22T15:59:00,27,33,60
E 47 St & Park Ave ,2026-08-22T15:59:00,22,18,
broadway & w 41 st,2026-08-22T15:59:00,17,28,45
W 33 St & 7 Ave,2026-08-22T15:59:00,26,24,
6 Ave & W 33 St,2026-08-22T15:59:00,12,23,35
E 43 St & Vanderbilt Ave,2026-08-22T15:59:00,19,21,40
w 45 st & 6 ave,2026-08-22T15:59:00,19,16,35
W 21 St & 6 Ave,2026-08-22T15:59:00,19,26,45
8 Ave & W 31 St,2026-08-22T15:59:00,26,24,50
W 20 St & 11 Ave,2026-08-22T15:59:00,11,19,30
W 26 St & 8 Ave,2026-08-22T15:59:00,15,20,35
W 17 St & 8 Ave,2026-08-22T15:59:00,19,21,40
9 Ave & W 22 St,2026-08-22T15:59:00,20,10,30
Broadway & E 14 St,2026-08-22T15:59:00,30,20,50
lafayette st & e 8 st,2026-08-22T15:59:00,17,28,45
E 17 St & Broadway,2026-08-22T15:59:00,15,25,40
University Pl & E 14 St ,2026-08-22T15:59:00,21,14,35
Carmine St & 6 Ave,2026-08-22T15:59:00,15,15,30
Christopher St & Greenwich St,2026-08-22T15:59:00,20,10,30
E 7 St & Avenue A,2026-08-22T15:59:00,17,18,35
West St & Chambers St,2026-08-22T15:59:00,27,18,45
South End Ave & Liberty St,2026-08-22T15:59:00,19,16,35
Vesey Pl & River Terrace,2026-08-22T15:59:00,19,21,
Cleveland Pl & Spring St,2026-08-22T15:59:00,22,13,
Broadway & Battery Pl,2026-08-22T15:59:00,20,20,40
1 Ave & E 68 St,2026-08-22T15:59:00,25,15,40
E 72 St & York Ave ,2026-08-22T15:59:00,12,23,
Lexington Ave & E 63 St,2026-08-22T15:59:00,17,18,35
E 75 St & 3 Ave ,2026-08-22T15:59:00,13,17,30
W 41 St & 8 Ave,2026-08-22T16:59:00,28,27,
Pershing Square North,2026-08-22T16:59:00,27,33,60
E 47 St & Park Ave,2026-08-22T16:59:00,23,17,40
Broadway & W 41 St,2026-08-22T16:59:00,16,29,45
W 33 St & 7 Ave,2026-08-22T16:59:00,26,24,50
6 Ave & W 33 St,2026-08-22T16:59:00,13,22,35
E 43 St & Vanderbilt Ave,2026-08-22T16:59:00,20,20,40
W 45 St & 6 Ave,2026-08-22T16:59:00,20,15,35
W 21 St & 6 Ave,2026-08-22T16:59:00,19,26,
8 Ave & W 31 St,2026-08-22T16:59:00,25,25,50
W 20 St & 11 Ave,2026-08-22T16:59:00,11,19,30
W 26 St & 8 Ave,2026-08-22T16:59:00,16,19,35
W 17 St & 8 Ave,2026-08-22T16:59:00,19,21,40
9 Ave & W 22 St ,2026-08-22T16:59:00,21,9,30
Broadway & E 14 St,2026-08-22T16:59:00,30,20,50
Lafayette St & E 8 St,2026-08-22T16:59:00,17,28,45
E 17 St & Broadway,2026-08-22T16:59:00,15,25,40
University Pl & E 14 St,2026-08-22T16:59:00,19,16,35
Carmine St & 6 Ave,2026-08-22T16:59:00,15,15,30
Christopher St & Greenwich St,2026-08-22T16:59:00,19,11,30
E 7 St & Avenue A,2026-08-22T16:59:00,18,17,35
West St & Chambers St,2026-08-22T16:59:00,28,17,45
South End Ave & Liberty St,2026-08-22T16:59:00,20,15,35
Vesey Pl & River Terrace,2026-08-22T16:59:00,18,22,40
Cleveland Pl & Spring St,2026-08-22T16:59:00,22,13,35
Broadway and Battery Pl,2026-08-22T16:59:00,20,20,40
1 Ave & E 68 St,2026-08-22T16:59:00,25,15,40
E 72 St & York Ave,2026-08-22T16:59:00,12,23,35
Lexington Ave & E 63 St,2026-08-22T16:59:00,17,18,35
E 75 St & 3 Ave,2026-08-22T16:59:00,13,17,
W 41 St & 8 Ave,2026-08-22T17:59:00,28,27,55
Pershing Square North,2026-08-22T17:59:00,27,33,
E 47 St & Park Ave,2026-08-22T17:59:00,23,17,40
Broadway & W 41 St,2026-08-22T17:59:00,15,30,45
W 33 St & 7 Ave,2026-08-22T17:59:00,26,24,50
6 Ave & W 33 St,2026-08-22T17:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-22T17:59:00,21,19,40
W 45 St & 6 Ave,2026-08-22T17:59:00,20,15,35
W 21 St & 6 Ave,2026-08-22T17:59:00,17,28,45
8 Ave & W 31 St,2026-08-22T17:59:00,25,25,50
W 20 St & 11 Ave,2026-08-22T17:59:00,11,19,30
W 26 St & 8 Ave,2026-08-22T17:59:00,16,19,35
W 17 St & 8 Ave ,2026-08-22T17:59:00,19,21,40
9 Ave & W 22 St,2026-08-22T17:59:00,21,9,30
Broadway & E 14 St,2026-08-22T17:59:00,30,20,50
Lafayette St & E 8 St,2026-08-22T17:59:00,17,28,45
E 17 St & Broadway,2026-08-22T17:59:00,15,25,40
University Pl & E 14 St,2026-08-22T17:59:00,18,17,35
Carmine St & 6 Ave,2026-08-22T17:59:00,14,16,30
Christopher St & Greenwich St,2026-08-22T17:59:00,20,10,30
E 7 St & Avenue A,2026-08-22T17:59:00,18,17,
West St & Chambers St ,2026-08-22T17:59:00,28,17,45
South End Ave & Liberty St,2026-08-22T17:59:00,20,15,35
Vesey Pl & River Terrace,2026-08-22T17:59:00,19,21,40
Cleveland  Pl & Spring St,2026-08-22T17:59:00,21,14,35
Broadway & Battery Pl,2026-08-22T17:59:00,20,20,40
1 Ave & E 68 St,2026-08-22T17:59:00,24,16,40
E 72 St & York Ave,2026-08-22T17:59:00,12,23,35
lexington ave & e 63 st,2026-08-22T17:59:00,17,18,35
E 75 St & 3 Ave,2026-08-22T17:59:00,14,16,30
W 41 St & 8 Ave,2026-08-22T18:59:00,28,27,55
Pershing Square North,2026-08-22T18:59:00,28,32,60
E 47 St & Park Ave ,2026-08-22T18:59:00,22,18,40
Broadway & W 41 St,2026-08-22T18:59:00,14,31,45
W 33 St & 7 Ave,2026-08-22T18:59:00,26,24,50
6 ave & w 33 st,2026-08-22T18:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-22T18:59:00,21,19,40
W 45 St & 6 Ave ,2026-08-22T18:59:00,20,15,35
W 21 St & 6 Ave,2026-08-22T18:59:00,16,29,45
8 Ave & W 31 St,2026-08-22T18:59:00,25,25,50
W 20 St & 11 Ave,2026-08-22T18:59:00,11,19,30
W 26 St & 8 Ave,2026-08-22T18:59:00,16,19,35
W 17 St & 8 Ave,2026-08-22T18:59:00,18,22,40
9 Ave & W 22 St,2026-08-22T18:59:00,20,10,30
Broadway & E 14 St,2026-08-22T18:59:00,30,20,50
Lafayette St & E 8 St,2026-08-22T18:59:00,17,28,45
E 17 St & Broadway,2026-08-22T18:59:00,15,25,
University Pl & E 14 St,2026-08-22T18:59:00,16,19,35
Carmine St & 6 Ave,2026-08-22T18:59:00,14,16,30
Christopher St & Greenwich St,2026-08-22T18:59:00,20,10,30
E 7 St & Avenue A ,2026-08-22T18:59:00,17,18,35
West  St & Chambers St,2026-08-22T18:59:00,30,15,45
South  End Ave & Liberty St,2026-08-22T18:59:00,19,16,35
Vesey Pl & River Terrace,2026-08-22T18:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-22T18:59:00,21,14,35
Broadway & Battery Pl,2026-08-22T18:59:00,21,19,40
1 Ave & E 68 St,2026-08-22T18:59:00,23,17,40
E 72 St & York Ave ,2026-08-22T18:59:00,12,23,35
Lexington Ave & E 63 St,2026-08-22T18:59:00,17,18,35
E 75 St & 3 Ave,2026-08-22T18:59:00,15,15,30
W 41 St & 8 Ave,2026-08-22T19:59:00,28,27,55
Pershing Square North,2026-08-22T19:59:00,28,32,60
E 47 St & Park Ave,2026-08-22T19:59:00,21,19,40
Broadway & W 41 St,2026-08-22T19:59:00,14,31,45
W 33 St & 7 Ave,2026-08-22T19:59:00,27,23,50
6 Ave & W 33 St,2026-08-22T19:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-22T19:59:00,21,19,40
W 45 St & 6 Ave,2026-08-22T19:59:00,20,15,35
W 21 St & 6 Ave,2026-08-22T19:59:00,17,28,45
8 Ave & W 31 St,2026-08-22T19:59:00,25,25,50
W 20 St & 11 Ave,2026-08-22T19:59:00,10,20,30
W 26 St & 8 Ave,2026-08-22T19:59:00,15,20,35
W 17 St & 8 Ave,2026-08-22T19:59:00,19,21,40
9 Ave & W 22 St,2026-08-22T19:59:00,18,12,30
Broadway & E 14 St,2026-08-22T19:59:00,31,19,50
Lafayette St & E 8 St,2026-08-22T19:59:00,16,29,45
E 17 St & Broadway,2026-08-22T19:59:00,14,26,40
University Pl & E 14 St,2026-08-22T19:59:00,18,17,35
Carmine St & 6 Ave,2026-08-22T19:59:00,14,16,30
christopher st & greenwich st,2026-08-22T19:59:00,20,10,30
E 7 St & Avenue A,2026-08-22T19:59:00,15,20,35
West St & Chambers St,2026-08-22T19:59:00,32,13,45
South End Ave & Liberty St,2026-08-22T19:59:00,18,17,35
Vesey Pl & River Terrace,2026-08-22T19:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-22T19:59:00,21,14,35
Broadway & Battery Pl,2026-08-22T19:59:00,20,20,40
1 Ave & E 68 St,2026-08-22T19:59:00,23,17,40
E 72 St & York Ave,2026-08-22T19:59:00,11,24,35
Lexington Ave & E 63 St,2026-08-22T19:59:00,18,17,35
E 75 St & 3 Ave,2026-08-22T19:59:00,15,15,30
W 41 St & 8 Ave,2026-08-22T20:59:00,29,26,55
Pershing Square North,2026-08-22T20:59:00,27,33,60
E 47 St & Park Ave,2026-08-22T20:59:00,21,19,40
broadway & w 41 st,2026-08-22T20:59:00,14,31,45
W 33 St & 7 Ave,2026-08-22T20:59:00,26,24,
6  Ave & W 33 St,2026-08-22T20:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-22T20:59:00,22,18,40
W 45 St & 6 Ave,2026-08-22T20:59:00,21,14,
W 21 St & 6 Ave,2026-08-22T20:59:00,17,28,45
8 Ave & W 31 St,2026-08-22T20:59:00,24,26,50
W 20 St & 11 Ave,2026-08-22T20:59:00,10,20,30
w 26 st & 8 ave,2026-08-22T20:59:00,15,20,
W 17 St & 8 Ave,2026-08-22T20:59:00,18,22,40
9 Ave & W 22 St,2026-08-22T20:59:00,18,12,30
Broadway & E 14 St,2026-08-22T20:59:00,32,18,50
Lafayette St & E 8 St,2026-08-22T20:59:00,16,29,45
E 17 St & Broadway,2026-08-22T20:59:00,15,25,40
University Pl & E 14 St,2026-08-22T20:59:00,19,16,35
Carmine St & 6 Ave,2026-08-22T20:59:00,14,16,30
Christopher St & Greenwich St,2026-08-22T20:59:00,19,11,30
e 7 st & avenue a,2026-08-22T20:59:00,14,21,35
West St & Chambers St,2026-08-22T20:59:00,31,14,45
South End Ave & Liberty St,2026-08-22T20:59:00,17,18,
Vesey Pl & River Terrace,2026-08-22T20:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-22T20:59:00,21,14,35
Broadway & Battery Pl,2026-08-22T20:59:00,21,19,40
1 Ave & E 68 St,2026-08-22T20:59:00,22,18,40
E 72 St & York Ave,2026-08-22T20:59:00,11,24,35
lexington ave & e 63 st,2026-08-22T20:59:00,18,17,35
E 75 St & 3 Ave,2026-08-22T20:59:00,16,14,30
W 41 St & 8 Ave,2026-08-22T21:59:00,28,27,55
Pershing Square North,2026-08-22T21:59:00,29,31,60
E 47 St & Park Ave,2026-08-22T21:59:00,22,18,40
Broadway & W 41 St,2026-08-22T21:59:00,14,31,45
W 33 St & 7 Ave,2026-08-22T21:59:00,26,24,50
6 Ave & W 33 St,2026-08-22T21:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-22T21:59:00,22,18,40
W 45 St & 6 Ave,2026-08-22T21:59:00,20,15,35
w 21 st & 6 ave,2026-08-22T21:59:00,16,29,45
8 Ave & W 31 St,2026-08-22T21:59:00,24,26,50
W 20 St & 11 Ave,2026-08-22T21:59:00,10,20,30
W 26 St & 8 Ave,2026-08-22T21:59:00,16,19,35
W 17 St & 8 Ave,2026-08-22T21:59:00,18,22,40
9 ave & w 22 st,2026-08-22T21:59:00,19,11,30
Broadway & E 14 St,2026-08-22T21:59:00,32,18,50
Lafayette St & E 8 St,2026-08-22T21:59:00,16,29,45
E 17 St & Broadway,2026-08-22T21:59:00,15,25,40
University Pl & E 14 St,2026-08-22T21:59:00,18,17,35
Carmine St & 6 Ave,2026-08-22T21:59:00,15,15,30
Christopher St & Greenwich St,2026-08-22T21:59:00,19,11,30
E 7 St & Avenue A,2026-08-22T21:59:00,14,21,35
West St & Chambers St,2026-08-22T21:59:00,31,14,45
South End Ave & Liberty St,2026-08-22T21:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-22T21:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-22T21:59:00,19,16,35
Broadway & Battery Pl,2026-08-22T21:59:00,20,20,40
1 Ave & E 68 St,2026-08-22T21:59:00,22,18,40
E 72 St & York Ave,2026-08-22T21:59:00,12,23,35
Lexington Ave & E 63 St,2026-08-22T21:59:00,18,17,35
E 75 St & 3 Ave,2026-08-22T21:59:00,16,14,30
W 41 St & 8 Ave,2026-08-22T22:59:00,29,26,55
Pershing Square North,2026-08-22T22:59:00,29,31,60
E 47 St & Park Ave,2026-08-22T22:59:00,22,18,40
Broadway & W 41 St,2026-08-22T22:59:00,13,32,45
W 33 St & 7 Ave,2026-08-22T22:59:00,26,24,50
6 Ave & W 33 St,2026-08-22T22:59:00,15,20,35
E 43 St & Vanderbilt Ave,2026-08-22T22:59:00,22,18,40
W 45 St & 6 Ave ,2026-08-22T22:59:00,21,14,35
W 21 St & 6 Ave,2026-08-22T22:59:00,16,29,45
8 Ave & W 31 St,2026-08-22T22:59:00,23,27,50
W 20 St & 11 Ave,2026-08-22T22:59:00,10,20,30
W 26 St & 8 Ave,2026-08-22T22:59:00,16,19,35
W 17 St & 8 Ave,2026-08-22T22:59:00,19,21,40
9 Ave & W 22 St,2026-08-22T22:59:00,19,11,30
Broadway & E 14 St,2026-08-22T22:59:00,32,18,50
Lafayette St & E 8 St ,2026-08-22T22:59:00,16,29,
E 17 St & Broadway,2026-08-22T22:59:00,16,24,40
University Pl & E 14 St,2026-08-22T22:59:00,19,16,35
Carmine St & 6 Ave,2026-08-22T22:59:00,14,16,30
Christopher St & Greenwich St,2026-08-22T22:59:00,18,12,30
E 7 St & Avenue A,2026-08-22T22:59:00,14,21,35
West St & Chambers St,2026-08-22T22:59:00,31,14,45
South End Ave & Liberty St,2026-08-22T22:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-22T22:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-22T22:59:00,19,16,35
Broadway & Battery Pl,2026-08-22T22:59:00,20,20,
1 Ave & E 68 St,2026-08-22T22:59:00,24,16,40
E 72 St & York Ave,2026-08-22T22:59:00,11,24,35
Lexington Ave & E 63 St,2026-08-22T22:59:00,19,16,35
E 75 St & 3 Ave,2026-08-22T22:59:00,15,15,30
W 41 St & 8 Ave,2026-08-22T23:59:00,29,26,55
Pershing  Square North,2026-08-22T23:59:00,29,31,60
E 47 St & Park Ave,2026-08-22T23:59:00,23,17,40
Broadway & W 41 St,2026-08-22T23:59:00,13,32,45
W 33 St & 7 Ave ,2026-08-22T23:59:00,26,24,50
6 Ave & W 33 St,2026-08-22T23:59:00,15,20,35
E 43 St & Vanderbilt Ave,2026-08-22T23:59:00,22,18,40
W 45 St & 6 Ave,2026-08-22T23:59:00,20,15,35
W 21 St & 6 Ave ,2026-08-22T23:59:00,15,30,45
8 Ave & W 31 St,2026-08-22T23:59:00,23,27,50
W 20 St & 11 Ave,2026-08-22T23:59:00,10,20,30
W 26 St & 8 Ave,2026-08-22T23:59:00,16,19,35
W 17 St & 8 Ave,2026-08-22T23:59:00,18,22,40
9 Ave & W 22 St,2026-08-22T23:59:00,20,10,30
Broadway & E 14 St,2026-08-22T23:59:00,32,18,50
Lafayette St & E 8 St,2026-08-22T23:59:00,17,28,45
E 17 St & Broadway,2026-08-22T23:59:00,17,23,40
University Pl & E 14 St ,2026-08-22T23:59:00,19,16,35
Carmine St & 6 Ave,2026-08-22T23:59:00,15,15,30
Christopher St & Greenwich St,2026-08-22T23:59:00,17,13,30
E 7 St & Avenue A,2026-08-22T23:59:00,15,20,35
West  St & Chambers St,2026-08-22T23:59:00,32,13,45
South End Ave & Liberty St,2026-08-22T23:59:00,14,21,35
Vesey Pl & River Terrace,2026-08-22T23:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-22T23:59:00,20,15,35
Broadway & Battery Pl,2026-08-22T23:59:00,20,20,40
1 Ave & E 68 St,2026-08-22T23:59:00,23,17,
E 72 St & York Ave,2026-08-22T23:59:00,11,24,35
Lexington Ave & E 63 St,2026-08-22T23:59:00,19,16,35
E 75 St & 3 Ave,2026-08-22T23:59:00,15,15,30
W 41 St & 8 Ave,2026-08-23T00:59:00,29,26,55
Pershing Square North,2026-08-23T00:59:00,29,31,
e 47 st & park ave,2026-08-23T00:59:00,23,17,40
Broadway & W 41 St,2026-08-23T00:59:00,13,32,45
W 33 St & 7 Ave,2026-08-23T00:59:00,27,23,50
6 Ave & W 33 St,2026-08-23T00:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-23T00:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T00:59:00,20,15,35
W 21 St & 6 Ave,2026-08-23T00:59:00,16,29,45
8 Ave & W 31 St,2026-08-23T00:59:00,22,28,50
W 20 St & 11 Ave,2026-08-23T00:59:00,11,19,30
W 26 St & 8 Ave,2026-08-23T00:59:00,16,19,35
W 17 St & 8 Ave,2026-08-23T00:59:00,19,21,40
9 Ave & W 22 St,2026-08-23T00:59:00,19,11,30
Broadway & E 14 St,2026-08-23T00:59:00,30,20,50
Lafayette  St & E 8 St,2026-08-23T00:59:00,18,27,
E 17 St & Broadway,2026-08-23T00:59:00,17,23,40
University Pl & E 14 St,2026-08-23T00:59:00,20,15,35
Carmine St & 6 Ave,2026-08-23T00:59:00,16,14,30
Christopher St & Greenwich St,2026-08-23T00:59:00,18,12,30
E 7 St & Avenue A,2026-08-23T00:59:00,14,21,35
West St & Chambers St,2026-08-23T00:59:00,31,14,45
South End Ave & Liberty St,2026-08-23T00:59:00,12,23,35
Vesey  Pl & River Terrace,2026-08-23T00:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-23T00:59:00,20,15,35
Broadway & Battery Pl,2026-08-23T00:59:00,19,21,40
1 Ave & E 68 St,2026-08-23T00:59:00,24,16,40
e 72 st & york ave,2026-08-23T00:59:00,12,23,35
Lexington Ave & E 63 St,2026-08-23T00:59:00,20,15,35
E 75 St & 3 Ave,2026-08-23T00:59:00,15,15,30
W 41 St & 8 Ave,2026-08-23T01:59:00,29,26,55
Pershing Square North,2026-08-23T01:59:00,29,31,60
E 47 St & Park Ave,2026-08-23T01:59:00,23,17,40
broadway & w 41 st,2026-08-23T01:59:00,13,32,45
W 33 St & 7 Ave,2026-08-23T01:59:00,28,22,50
6 Ave & W 33 St,2026-08-23T01:59:00,14,21,35
e 43 st & vanderbilt ave,2026-08-23T01:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T01:59:00,21,14,35
W 21 St & 6 Ave,2026-08-23T01:59:00,16,29,45
8 Ave & W 31 St ,2026-08-23T01:59:00,22,28,50
w 20 st & 11 ave,2026-08-23T01:59:00,11,19,30
W 26 St & 8 Ave,2026-08-23T01:59:00,15,20,35
W 17 St & 8 Ave,2026-08-23T01:59:00,19,21,40
9 Ave & W 22 St,2026-08-23T01:59:00,18,12,30
Broadway & E 14 St,2026-08-23T01:59:00,30,20,50
Lafayette St & E 8 St,2026-08-23T01:59:00,18,27,45
E 17 St & Broadway,2026-08-23T01:59:00,17,23,40
university pl & e 14 st,2026-08-23T01:59:00,21,14,35
Carmine St & 6 Ave,2026-08-23T01:59:00,17,13,30
Christopher St & Greenwich St,2026-08-23T01:59:00,19,11,30
E 7 St & Avenue A,2026-08-23T01:59:00,13,22,
West St & Chambers St,2026-08-23T01:59:00,31,14,45
South End Ave & Liberty St,2026-08-23T01:59:00,12,23,35
Vesey Pl & River Terrace,2026-08-23T01:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-23T01:59:00,20,15,35
broadway & battery pl,2026-08-23T01:59:00,20,20,40
1 Ave & E 68 St,2026-08-23T01:59:00,24,16,40
E 72 St & York Ave ,2026-08-23T01:59:00,13,22,35
Lexington Ave & E 63 St,2026-08-23T01:59:00,20,15,35
E 75 St & 3 Ave,2026-08-23T01:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T02:59:00,29,26,55
Pershing Square North,2026-08-23T02:59:00,29,31,60
E 47 St and Park Ave,2026-08-23T02:59:00,24,16,40
Broadway & W 41 St,2026-08-23T02:59:00,13,32,45
W 33 St & 7 Ave,2026-08-23T02:59:00,28,22,50
6 Ave & W 33 St,2026-08-23T02:59:00,15,20,
E 43 St & Vanderbilt Ave,2026-08-23T02:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T02:59:00,21,14,35
W 21 St & 6 Ave,2026-08-23T02:59:00,15,30,45
8 Ave & W 31 St,2026-08-23T02:59:00,21,29,
W 20 St & 11 Ave,2026-08-23T02:59:00,12,18,30
W 26 St & 8 Ave,2026-08-23T02:59:00,16,19,35
W 17 St & 8 Ave,2026-08-23T02:59:00,20,20,40
9 Ave & W 22 St,2026-08-23T02:59:00,18,12,30
Broadway & E 14 St ,2026-08-23T02:59:00,29,21,50
Lafayette St & E 8 St,2026-08-23T02:59:00,19,26,45
E 17 St & Broadway,2026-08-23T02:59:00,18,22,40
University Pl & E 14 St,2026-08-23T02:59:00,21,14,35
Carmine St & 6 Ave,2026-08-23T02:59:00,18,12,30
Christopher St & Greenwich St,2026-08-23T02:59:00,19,11,30
E 7 St & Avenue A,2026-08-23T02:59:00,14,21,35
West St & Chambers St,2026-08-23T02:59:00,31,14,45
South End Ave & Liberty St,2026-08-23T02:59:00,12,23,35
Vesey Pl & River Terrace,2026-08-23T02:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-23T02:59:00,20,15,35
Broadway & Battery Pl,2026-08-23T02:59:00,21,19,
1 Ave & E 68 St,2026-08-23T02:59:00,23,17,40
E 72 St & York Ave,2026-08-23T02:59:00,14,21,35
Lexington Ave & E 63 St,2026-08-23T02:59:00,18,17,35
E 75 St & 3 Ave,2026-08-23T02:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T03:59:00,33,22,55
Pershing Square North,2026-08-23T03:59:00,25,35,
e 47 st & park ave,2026-08-23T03:59:00,20,20,40
Broadway  & W 41 St,2026-08-23T03:59:00,23,22,45
W 33 St and 7 Ave,2026-08-23T03:59:00,25,25,50
6 Ave & W 33 St,2026-08-23T03:59:00,21,14,35
E 43 St & Vanderbilt Ave,2026-08-23T03:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T03:59:00,17,18,35
W  21 St & 6 Ave,2026-08-23T03:59:00,24,21,45
8 Ave & W 31 St,2026-08-23T03:59:00,25,25,50
W 20 St & 11 Ave,2026-08-23T03:59:00,17,13,30
W 26 St & 8 Ave,2026-08-23T03:59:00,19,16,35
W 17 St & 8 Ave,2026-08-23T03:59:00,18,22,40
9 Ave & W 22 St,2026-08-23T03:59:00,17,13,30
Broadway and E 14 St,2026-08-23T03:59:00,22,28,50
Lafayette St & E 8 St,2026-08-23T03:59:00,23,22,45
E 17 St & Broadway,2026-08-23T03:59:00,23,17,40
University Pl & E 14 St,2026-08-23T03:59:00,16,19,35
Carmine St & 6 Ave,2026-08-23T03:59:00,13,17,30
Christopher St & Greenwich St,2026-08-23T03:59:00,14,16,30
E 7 St & Avenue A,2026-08-23T03:59:00,19,16,35
West St & Chambers St,2026-08-23T03:59:00,24,21,45
South End Ave & Liberty St,2026-08-23T03:59:00,17,18,35
Vesey Pl & River Terrace,2026-08-23T03:59:00,22,18,40
Cleveland Pl & Spring St,2026-08-23T03:59:00,19,16,35
Broadway & Battery Pl,2026-08-23T03:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T03:59:00,17,23,40
E 72 St & York Ave,2026-08-23T03:59:00,19,16,35
Lexington Ave & E 63 St,2026-08-23T03:59:00,20,15,35
E 75 St & 3 Ave ,2026-08-23T03:59:00,14,16,30
W 41 St & 8 Ave,2026-08-23T04:59:00,33,22,
Pershing Square North,2026-08-23T04:59:00,25,35,60
E 47 St & Park Ave,2026-08-23T04:59:00,20,20,40
broadway & w 41 st,2026-08-23T04:59:00,23,22,
W 33 St & 7 Ave,2026-08-23T04:59:00,26,24,50
6 Ave & W 33 St,2026-08-23T04:59:00,20,15,35
E 43 St & Vanderbilt Ave,2026-08-23T04:59:00,21,19,40
W 45 St & 6 Ave,2026-08-23T04:59:00,18,17,35
w 21 st & 6 ave,2026-08-23T04:59:00,23,22,
8 Ave & W 31 St,2026-08-23T04:59:00,26,24,50
W 20 St & 11 Ave,2026-08-23T04:59:00,16,14,30
W 26 St & 8 Ave,2026-08-23T04:59:00,19,16,35
W 17 St & 8 Ave,2026-08-23T04:59:00,17,23,40
9 Ave & W 22 St ,2026-08-23T04:59:00,17,13,30
Broadway & E 14 St,2026-08-23T04:59:00,22,28,50
Lafayette St & E 8 St,2026-08-23T04:59:00,23,22,45
E 17 St & Broadway,2026-08-23T04:59:00,22,18,40
University Pl & E 14 St,2026-08-23T04:59:00,17,18,35
